col0,col1,col2,col3,col4
VfL Wolfsburg,women's association football,Fußball-Bundesliga,Germany,Wolfsburg
Bayer 04 Leverkusen,women's association football,Fußball-Bundesliga,Germany,Leverkusen
SC Freiburg,women's association football,Fußball-Bundesliga,Germany,Freiburg im Breisgau
Atlético Madrid Femenino,women's association football,Primera División,Spain,Madrid
Rayo Vallecano,women's association football,Primera División,Spain,Madrid
FC Rosengård,women's association football,Damallsvenskan,Sweden,Malmö
FCR 2001 Duisburg,women's association football,Fußball-Bundesliga,Germany,Duisburg
SGS Essen,women's association football,Fußball-Bundesliga,Germany,Essen
A.C.F. Firenze,women's association football,Serie A,Italy,Florence
ASD AGSM Verona,women's association football,Serie A,Italy,Verona
1. FFC Frankfurt,women's association football,Bundesliga,Germany,Frankfurt am Main
Djurgårdens IF Dam,women's association football,Elitettan,Sweden,Stockholm
FC Bayern Munich,women's association football,Fußball-Bundesliga,Germany,Munich
1. FFC Turbine Potsdam,women's association football,Fußball-Bundesliga,Germany,Potsdam
FCF Como,women's association football,Serie A,Italy,Como
Torino CF,women's association football,Serie A,Italy,Turin
1. FC Köln Frauen,women's association football,2. Fußball-Bundesliga,Germany,Cologne
S.S. Lazio,women's association football,Serie A,Italy,Rome
Arsenal W.F.C.,women's association football,FA WSL,United Kingdom,London
North Carolina Courage,women's association football,National Women's Soccer League,United States of America,Cary
