col0,col1,col2
Wikov CZ,2016-01-01,2015-11-27
Radzionków coal mine,1975-01-01,1871-01-01
Toruńska Przędzalnia Czesankowa Merinotex,2013-01-01,1965-01-01
PTK Holding,2011-01-01,2007-01-01
Kopalnia Węgla Kamiennego Wałbrzych,1998-01-01,1778-01-01
Diora,2006-01-01,1945-01-01
Elektryczne Koleje Dojazdowe,1947-01-01,1922-01-01
Thameslink,2006-01-01,1997-01-01
"Polska Poczta, Telegraf i Telefon",1991-12-04,1928-07-01
Zakłady Celulozowo-Papiernicze im. Juliana Marchlewskiego we Włocławku,1994-01-01,1899-01-01
Defil guitars,2005-08-30,2002-08-28
DAG Fabrik Bromberg,1945-01-01,1939-01-01
Wessex Trains,2006-01-01,2001-01-01
Den Oudsten,2002-01-01,1926-01-01
West Anglia Great Northern,2006-01-01,1997-01-01
Doll & Co.,1938-01-01,1898-01-01
Ringling Brothers Circus,2017-05-21,1884-01-01
French-Polish Rail Association,1939-01-01,1931-01-01
Seddon Atkinson trucks,1970-01-01,1907-01-01
