col0,col1,col2,col3,col4
Naval Postgraduate School,California,United States of America,1909-01-01,public educational institution of the United States
Naval War College,Tokyo,Japan,1888-01-01,military school
United States Army Command and General Staff College,Leavenworth County,United States of America,1881-01-01,military school
United States Army War College,Pennsylvania,United States of America,1901-01-01,military school
National War College,"Washington, D.C.",United States of America,1946-01-01,military school
École de guerre,Paris,France,2011-01-01,staff college
Sri Lanka Air Force Junior Command & Staff College,Trincomalee,Sri Lanka,1999-01-01,staff college
National Defence University,Islamabad,Pakistan,1970-01-01,staff college
Portuguese Joint Command and Staff College,Lisbon,Portugal,2005-01-01,staff college
Uganda Senior Command and Staff College,Jinja,Uganda,2003-01-01,staff college
Uganda Junior Staff College,Jinja,Uganda,2006-01-01,staff college
"Staff College, Camberley",Camberley,United Kingdom,1858-01-01,staff college
