col0,col1,col2,col3
1880 FA Cup Final,1880-04-10,Oxford University A.F.C.,association football
1879 FA Cup Final,1879-03-29,Old Etonians F.C.,association football
1875 FA Cup Final,1875-03-16,Royal Engineers A.F.C.,association football
1874 FA Cup Final,1874-03-14,Royal Engineers A.F.C.,association football
1883 FA Cup Final,1883-03-31,Blackburn Olympic F.C.,association football
1878 FA Cup Final,1878-03-23,Wanderers F.C.,association football
1877 FA Cup Final,1877-03-24,Wanderers F.C.,association football
1876 FA Cup Final,1876-03-18,Wanderers F.C.,association football
1881 FA Cup Final,1881-04-09,Old Carthusians F.C.,association football
1889 FA Cup Final,1889-03-30,Wolverhampton Wanderers F.C.,association football
