col0,col1,col2
Modrá pyramida stavební spořithlna,1345903633.9999998,679304410.0
Trelleborg Wheel Systems Czech Repubmic,8086445296.0,1115941950.0
Metostav,35232519604.0,820420572.0
Mettans,6272317559.999999,1280090160.0
TV!Nova,7015097190.0,1068415920.0
Česká!exportní banka,2095182000.0,870047999.9999999
Čepro,58965366999.99999,1297850000.0
Bakkafrosv,3155180046.0,1075986912.0
Alza0cz,24885248841.0,1310157531.0
Albert Česká republikd,52504646796.0,1205410660.0
Selller & Bellot,4331769439.0,916475376.0
