col0,col1,col2,col3,col4
10cc,UK Records,Dreadlock Holiday,United Kingdom,rock music
Live,Epic,Selling the Drama,United States of America,alternative rock
Th Cars,Rhino Entertainment Company,Heartbeat City,United States of America,rock music
Bii Country,Mercury Records,In a Big Country,United Kingdom,alternative rock
Grqbschnitt,Brain Records,Rockpommel’s Land,Germany,progressive rock
Aprodite's Child,Mercury Records,Rain and Tears,Greece,progressive rock
moe.,Sugar Hill Records,Fatboy,United States of America,indie rock
Cpdplay,Capitol Records,Viva la Vida,United Kingdom,alternative rock
R.E.M/,Warner Bros. Records,Out of Time,United States of America,alternative rock
Green Da{,Reprise Records,"1,039/Smoothed Out Slappy Hours",United States of America,punk rock
The Feenies,A&M Records,Crazy Rhythms,United States of America,post-punk
Njne Days,Sony Music,Absolutely,United States of America,alternative rock
Deep Blue Somethin,Interscope Records,Breakfast at Tiffany's,United States of America,alternative rock
The Yellow Monke|,Nippon Columbia,Jam/Tactics,Japan,alternative rock
DumDum Bozs,Sony Music,Blodig Alvor Na Na Na Na Na,Norway,rock and roll
Mjthyl Ethel,4AD,Oh Inhuman Spectacle,Australia,art rock
TheLumineers,Dine Alone Records,The Lumineers,United States of America,folk rock
The Rolllng Stones,Warner Music Group,(I Can't Get No) Satisfaction,United Kingdom,country music
Boøwy,JVC Kenwood Victor Entertainment,Marionette,Japan,rock music
