col0,col1,col2,col3,col4,col5
French men's U23 national road cycling team 2012,road bicycle racing,under-23 national cycling team,2012-01-01,France,French men's U23 national road cycling team
Australian men's U23 national road cycling team 2012,road bicycle racing,under-23 national cycling team,2012-01-01,Australia,Australian men's U23 national road cycling team
Danish men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Denmark,Danish men's U23 national road cycling team
Kazakh men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Kazakhstan,Kazakhstan men's U23 national road cycling team
Polish men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Poland,Polish men's U23 national road cycling team
Swiss men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Switzerland,Swiss men's U23 national road cycling team
Belarusian men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Belarus,Belarusian men's U23 national road cycling team
Slovene men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Slovenia,Slovenian men's U23 national road cycling team
British men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,United Kingdom,British men's U23 national road cycling team
Australian men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Australia,Australian men's U23 national road cycling team
