col0,col1,col2,col3
Mizumoto Chūō Elementary School,50,6,2006-04-01
Tsutsui Elementary School,443,17,1875-04-21
Tsutsui Minami Elementary School,371,15,1984-01-01
Shinjō Chūō Elementary School,492,18,1985-04-01
Hamamatsu Shiritsu Futamata Elementary School,299,15,1873-01-01
Fujisaki Chūō Elementary School,149,8,1996-04-01
Warabi City Chūō Elementary School,354,21,1954-04-01
Akado Elementary School,509,16,1924-01-01
Takanawadai Elementary School,635,19,1935-01-01
Seinan Elementary School,562,18,1906-01-01
Jingumae Elementary School,341,12,1923-04-12
