col0,col1,col2,col3,col4
Cankdeska Cikana Community College,1970-01-01,land-grant university,United States of America,tribal colleges
Blackfeet Community College,1974-01-01,land-grant university,United States of America,tribal colleges
College of Menominee Nation,1993-01-01,university,United States of America,tribal colleges
Chief Dull Knife College,1975-01-01,university,United States of America,tribal colleges
Bay Mills Community College,1981-01-01,public educational institution of the United States,United States of America,tribal colleges
Iḷisaġvik College,1986-01-01,public educational institution of the United States,United States of America,tribal colleges
Aaniiih Nakoda College,1984-01-01,public educational institution of the United States,United States of America,tribal colleges
Institute of American Indian Arts,1962-01-01,public educational institution of the United States,United States of America,tribal colleges
Haskell Indian Nations University,1884-01-01,public educational institution of the United States,United States of America,tribal colleges
Bay Mills Community College,1981-01-01,tribal colleges and universities,United States of America,tribal colleges
Iḷisaġvik College,1986-01-01,tribal colleges and universities,United States of America,tribal colleges
