col0,col1,col2,col3,col4
Musée national de la Marine,1752-01-01,1827-01-01,France,Palais de Chaillot
Ardnamurchan Lighthouse,1849-01-01,1849-01-01,United Kingdom,Ardnamurchan Point
Maritime Museum,1938-05-28,1933-05-28,Sweden,Gärdet
Mystic Seaport,1929-12-29,1929-12-29,United States of America,Mystic
Columbia River Maritime Museum,1962-01-01,1962-01-01,United States of America,Astoria
Viking Ship Museum,1926-01-01,1926-01-01,Norway,Bygdøy
Maritime Museum of Barcelona,1941-01-18,1936-10-23,Spain,Barcelona Royal Shipyard
Nautical Museum of Crete,1973-01-01,1973-01-01,Greece,Chania
National Maritime Museum,1937-01-01,1937-01-01,United Kingdom,Greenwich
naval museum,1986-07-08,1986-01-01,Spain,Cartagena
Nantucket Whaling Museum,1929-01-01,1929-01-01,United States of America,Nantucket
Nederlands Scheepvaartmuseum,1922-01-01,1916-01-01,Netherlands,'s Lands Zeemagazijn
Maritiman,1987-01-01,1987-01-01,Sweden,Gothenburg
