col0,col1,col2
Robert Pernet’s jazz archives,Musical Instrument Museum,King Baudouin Foundation
Set and costume designs for La Monnaie,La Monnaie,King Baudouin Foundation
Yves Becko Collection,Royal Library of Belgium,King Baudouin Foundation
Archives Goffinet,Archives of the Royal Palace,Leopold II of Belgium
Region of Peel Archives,"Peel Art Gallery, Museum and Archives","Peel Art Gallery, Museum and Archives"
Archivo Intermedio Militar Pirenaico,Bruch barracks,Ministry of Defence
Washington National Records Center,Suitland,General Services Administration
The Dugdale Centre,Enfield Town,London Borough of Enfield
Ahmet Hamdi Tanpınar Literature Museum Library,Gülhane Park,Ministry of Culture and Tourism
Historical Provincial Archive of Zaragoza,palacio de Huarte,Diputación General de Aragón
Pavelló de la República Library,Barcelona,University of Barcelona
Archivo Histórico Provincial de Teruel,Escuelas del Arrabal,Aragon
Museum Enschedé,Klokhuisplein,Joh. Enschedé
Hocken Collections,Dunedin,University of Otago
Joan Maragall Archive,Casa Gassó Vidal,National Library of Catalonia
Internet Archive,United States of America,Brewster Kahle
