col0,col1,col2
Happy Sugar Life,2018-09-29,AT-X
Harukana Receive,2018-09-21,Tokyo Metropolitan Television
That Time I Got Reincarnated as a Slime,2019-03-26,Tokyo Metropolitan Television
Hakumei and Mikochi,2018-03-30,Tokyo Metropolitan Television
Back Street Girls,2018-09-05,Tokyo Metropolitan Television
Violet Evergarden,2018-04-05,Tokyo Metropolitan Television
The Girl in Twilight,2018-12-17,Tokyo Metropolitan Television
Zombie Land Saga,2018-12-20,Tokyo Metropolitan Television
Sirius the Jaeger,2018-09-27,Tokyo Metropolitan Television
Caligula,2018-06-24,Tokyo Metropolitan Television
A Place Further Than The Universe,2018-03-27,Tokyo Metropolitan Television
Tada Never Falls in Love,2018-06-28,Tokyo Metropolitan Television
Darling in the Franxx,2018-07-07,Tokyo Metropolitan Television
