col0,col1,col2,col3
Habo District,10365,Habo Parish,Habo Municipality
Gustav Adolf District,1120,Gustav Adolf parish,Habo Municipality
Brandstorp District,649,Brandstorp Parish,Habo Municipality
Torshälla,9589,Torshälla parish,Eskilstuna Municipality
Näshulta,952,Näshulta församling,Eskilstuna Municipality
Örebro Olaus Petri,24611,Örebro Olaus Petri parish,Örebro Municipality
Stora Mellösa,2576,"Stora Mellösa, Närke",Örebro Municipality
Rinkaby,711,Rinkaby parish,Örebro Municipality
Längbro,18885,Längbro församling,Örebro Municipality
Ervalla,1111,Ervalla församling,Örebro Municipality
Axberg,2065,Axberg parish,Örebro Municipality
Asker,2782,Asker parish,Örebro Municipality
Almby,25264,Almby parish,Örebro Municipality
Adolfsberg,8623,Adolfsberg parish,Örebro Municipality
Västra Vingåker,8462,Västra Vingåkers församling,Vingåker Municipality
