col0,col1,col2,col3
Dirección General de Estadística y Censos,El Salvador,Sistema Estadístico Nacional,Viceministerio de Comercio e Industria
Instituto Nacional de Estadística y Censo,Panama,Sistema Estadístico Nacional,Contraloría General de la República de Panamá
Pakistan Bureau of Statistics,Pakistan,national statistical system of Pakistan,Ministry of Statistics
Instituto Nacional de Estatística,Angola,Sistema Estatístico Nacional,Government of the Republic of Angola
Central Statistical Organization,Yemen,national statistical system of Yemen,Ministry of Planning and International Cooperation
Department of Statistics,Jordan,national statistical system of Jordan,Ministry of Planning and International Cooperation
Departament d'Estadística,Andorra,national statistical system of Andorra,Government of Andorra
Central Statistical Organization,Iraq,national statistical system of Iraq,Ministry of Planning
Central Bureau of Statistics,Nepal,National Statistical System of Nepal,National Planning Commission of Nepal
Department of Statistics,Malaysia,ASEAN Community Statistical System,Prime Minister's Department
General Statistics Office of Viet Nam,Vietnam,ASEAN Community Statistical System,Ministry of Planning and Investment
