col0,col1,col2,col3
Delta Air Lines,Atlantic Southeast Airlines,Delta Private Jets,New York Stock Exchange
Aer Lingus,Aer Turas,Aer Lingus Regional,Euronext Dublin
easyJet,EasyJet Switzerland,EasyJet Switzerland,London Stock Exchange
Air Canada,Air Canada Express,Air Canada Express,Toronto Stock Exchange
EVA Air,Uni Air,Uni Air,Taiwan Stock Exchange
Japan Airlines,Japan Transocean Air,Japan Transocean Air,Tokyo Stock Exchange
China Eastern Airlines,Shanghai Airlines,Shanghai Airlines,New York Stock Exchange
Air New Zealand,Air New Zealand Link,Air New Zealand Link,New Zealand Exchange
Garuda Indonesia,Sriwijaya Air,PT. Aerowisata,Indonesia Stock Exchange
Turkish Airlines,AnadoluJet,North Cyprus Airlines,Borsa Istanbul
Scandinavian Airlines,Scanair,SAS Business Opportunities,Copenhagen Stock Exchange
Qantas,Eastern Australia Airlines,Network Aviation,Australian Securities Exchange
United Airlines,CommutAir,MileagePlus,NASDAQ
Aeroflot,Donavia,Donavia,Moscow Exchange
Hainan Airlines,Aigle Azur,Beijing Capital Airlines,Shanghai Stock Exchange
Asiana Airlines,Asiana IDT,Air Busan,Korea Exchange
Air China,Beijing Capital Airlines,Air Macau,London Stock Exchange
Air Berlin,Luftfahrtgesellschaft Walter,Belair,Frankfurt Stock Exchange
Iran Air,Iran Airtour,Iran Airtour,Tehran Stock Exchange
Singapore Airlines,Scoot,Scoot,Singapore Exchange
