col0,col1,col2,col3,col4,col5,col6
Salem County,965.0,Salem,Salem County,65166,United States of America,county of New Jersey
Ocean County,2372.0,Toms River,Ocean County,583414,United States of America,county of New Jersey
Warren County,362.86,Belvidere,Warren County,107379,United States of America,county of New Jersey
Gloucester County,873.0,Woodbury,Gloucester County,290265,United States of America,county of New Jersey
Union County,273.0,Elizabeth,Union County,548256,United States of America,county of New Jersey
Hunterdon County,1134.0,Flemington,Hunterdon County,126250,United States of America,county of New Jersey
Monmouth County,1723.0,Freehold Borough,Monmouth County,629672,United States of America,county of New Jersey
Somerset County,790.0,Somerville,Somerset County,330585,United States of America,county of New Jersey
Morris County,1247.0,Morristown,Morris County,499397,United States of America,county of New Jersey
Atlantic County,1739.0,Mays Landing,Atlantic County,275862,United States of America,county of New Jersey
Cumberland County,1752.0,Bridgeton,Cumberland County,157332,United States of America,county of New Jersey
Camden County,589.0,Camden,Camden County,512854,United States of America,county of New Jersey
Cape May County,1607.0,Cape May Court House,Cape May County,95897,United States of America,county of New Jersey
