col0,col1,col2,col3
HMS Coreopsis,United Kingdom,Battle of the Atlantic,Hellenic Navy
Italian corvette Baionetta,Kingdom of Italy,World War II,Italian Navy
HMAS Wallaroo,Australia,World War II,Royal Australian Navy
HMAS Wagga,Australia,World War II,Royal Australian Navy
HMAS Townsville,Australia,World War II,Royal Australian Navy
HMAS Strahan,Australia,World War II,Royal Australian Navy
HMAS Rockhampton,Australia,World War II,Royal Australian Navy
HMAS Mildura,Australia,World War II,Royal Australian Navy
HMAS Maryborough,Australia,World War II,Royal Australian Navy
HMAS Lithgow,Australia,World War II,Royal Australian Navy
HMAS Latrobe,Australia,World War II,Royal Australian Navy
HMAS Katoomba,Australia,World War II,Royal Australian Navy
HMAS Kapunda,Australia,World War II,Royal Australian Navy
HMAS Junee,Australia,World War II,Royal Australian Navy
HMAS Horsham,Australia,World War II,Royal Australian Navy
HMAS Gympie,Australia,World War II,Royal Australian Navy
HMAS Goulburn,Australia,World War II,Royal Australian Navy
HMAS Gladstone,Australia,World War II,Royal Australian Navy
HMAS Geelong,Australia,World War II,Royal Australian Navy
HMAS Fremantle,Australia,World War II,Royal Australian Navy
