col0,col1,col2
Tiskárny Havlíčkův Brod,akciová společnost,1992-05-01
Kossuth Nyomda,Limited company,1884-04-01
H.R.G.,private limited liability company,1992-01-01
Jongbloed BV,besloten vennootschap,1862-01-01
Těšínská tiskárna,akciová společnost,1806-01-01
Decaluwe printing company,besloten vennootschap met beperkte aansprakelijkheid/société privée à responsabilité limitée,1992-03-30
Tonichi Printing Co.,kabushiki gaisha,1952-05-01
Asahi Printec,kabushiki gaisha,1997-08-01
Tosho Printing,kabushiki gaisha,1943-03-17
Kyodo Printing,kabushiki gaisha,1925-12-26
Sungroup,kabushiki gaisha,1987-01-01
Dai Nippon Printing,kabushiki gaisha,1876-01-01
Toppan,kabushiki gaisha,1900-01-17
Westermann Verlag,GmbH,1838-01-01
Jungfer Druckerei und Verlag,GmbH,1990-01-01
Forssa Print,Oy,1920-01-01
Melantrich,cooperative,1898-01-01
Dupliprint,société anonyme,1993-01-01
Nordisk Bog Center,aktieselskab,1930-11-20
Tarm Bogtryk,aktieselskab,1985-05-01
