col0,col1,col2,col3,col4
CCC Development,CCC Mat Ceresit 2001,Robert Krajewski,2000-01-01,Sławomir Błaszczyk
UnitedHealthcare,UnitedHealthcare 2011,Michael Tamayo,2003-01-01,Hendrik Redant
CCC Development,CCC Polsat 2002,Robert Krajewski,2000-01-01,Piotr Wadecki
UnitedHealthcare,UnitedHealthcare 2016,Michael Tamayo,2003-01-01,Sebastien Alexandre
Rabobank Development,Rabobank Continental 2010,Arthur van Dongen,1997-01-01,Nico van Hest
UnitedHealthcare,UnitedHealthcare 2017,Michael Tamayo,2003-01-01,Hendrik Redant
Rabobank Development,Rabobank Continental 2010,Arthur van Dongen,1997-01-01,Grischa Niermann
UnitedHealthcare,UnitedHealthcare 2017,Michael Tamayo,2003-01-01,Michael Tamayo
Telenet-Fidea,Telenet–Fidea 2010,Sven Nys,2000-01-01,Kris Wouters
Dukla Banská Bystrica,Dukla Banská Bystrica 2017,Michal Kunic,2004-01-01,Andrej Cizik
Telenet-Fidea,Telenet–Fidea 2010,Sven Nys,2000-01-01,Hans Van Kasteren
Dukla Praha,ASC Dukla Praha 2011,Jan Kopac,2003-01-01,Lukáš Thun
Telenet-Fidea,Telenet–Fidea 2010,Sven Nys,2000-01-01,Sven Vanthourenhout
Dukla Praha,ASC Dukla Praha 2011,Jan Kopac,2003-01-01,Milan Kadlec
