col0,col1,col2
Agra,Agra Municipal Corporation,Nordisk familjebok
Srinagar,Srinagar Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
Sagar,Sagar Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
Rajamahendravaram,Rajamahendravaram Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
Jammu,Jammu Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
Bhavnagar,Bhavnagar Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
Amritsar,Amritsar Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
Ajmer,Ajmer Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
Aligarh,Aligarh Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
Nellore,Nellore Municipal Corporation,Brockhaus and Efron Encyclopedic Dictionary
