col0,col1,col2,col3
1894 FA Cup Final,1894-03-31,Bolton Wanderers F.C.,association football
1885 FA Cup Final,1885-04-04,Blackburn Rovers F.C.,association football
1884 FA Cup Final,1884-03-29,Blackburn Rovers F.C.,association football
1882 FA Cup Final,1882-03-25,Blackburn Rovers F.C.,association football
1912 FA Cup Final,1912-04-24,West Bromwich Albion F.C.,association football
1888 FA Cup Final,1888-03-24,West Bromwich Albion F.C.,association football
1886 FA Cup Final,1886-04-10,West Bromwich Albion F.C.,association football
1992 FA Cup Final,1992-05-09,Sunderland A.F.C.,association football
1902 FA Cup Final,1902-04-26,Southampton F.C.,association football
1911 FA Cup Final,1911-04-26,Newcastle United F.C.,association football
1910 FA Cup Final,1910-04-23,Newcastle United F.C.,association football
1908 FA Cup Final,1908-04-25,Newcastle United F.C.,association football
