col0,col1,col2,col3
Roman Catholic Diocese of Gospić-Senj,Bishop of Gospić-Senj,Catholic Church,67628
Roman Catholic Diocese of Koper,bishop of Koper,Catholic Church,257280
Roman Catholic Diocese of Nanterre,Bishop of Nanterre,Catholic Church,1586434
Roman Catholic Diocese of Lancaster,Bishop of Lancaster,Catholic Church,1218000
Roman Catholic Diocese of Hvar-Brač-Vis,Bishop of Hvar,Catholicism,25405
Roman Catholic Diocese of Nice,bishop of Nice,Catholicism,1012000
Roman Catholic Diocese of Jerez de la Frontera,Bishop of Asidonia-Jerez,Catholicism,507331
Roman Catholic Diocese of Jaén,bishop of Jaen,Catholicism,674900
Roman Catholic Diocese of Lugo,Bishop of Lugo,Catholicism,290100
Roman Catholic Diocese of Menorca,bishop of Menorca,Catholicism,81288
Roman Catholic Diocese of Majorca,Bishop of Mallorca,Catholicism,730768
Roman Catholic Diocese of Lleida,Bishop of Lleida,Catholicism,196996
