col0,col1,col2,col3
Tendo Civic 4th Junior High School,Tendō,364,14
Tendo Civic 2nd Junior High School,Tendō,343,14
Tendo Civic 1st Junior High School,Tendō,489,20
Ichinoseki Daiichi Senior High School,Iwate Prefecture,239,6
Tendo Civic 3rd Junior High School,Tendō,398,16
Shizuoka University Faculty of Education affiliated Shizuoka Junior High School,Shizuoka University,445,12
Shizuoka University Education Faculty affiliated Hamamatsu Junior High School,Shizuoka University,333,9
Shizuoka University School of Education attached Shimada Junior High School,Shizuoka University,336,9
Shizuoka City Abekawa Junior High School,Shizuoka,205,6
Jonai Junior High School,Shizuoka,486,23
