col0,col1,col2,col3
Volvo Cars,Volvo Car Gent,Polestar Racing,automobile marque
Scania,Scania-Vabis,Dansk Automobil Byggeri,automobile manufacturer
Volvo Cars,Volvo Car Gent,Polestar Racing,automobile manufacturer
Ford Motor Company,Ford Rotunda,Volvo Cars,automobile marque
Volvo Cars,Polestar Racing,Polestar Racing,automobile manufacturer
Ford Motor Company,Aston Martin Lagonda,Land Rover,automobile marque
Opel,Opel Performance Center,Vauxhall,automobile marque
Škoda Auto,SAIC Volkswagen,Škoda Auto India Private Limited,enterprise
Opel,Opel Performance Center,Vauxhall,business
Škoda Auto,SAIC Volkswagen,Škoda Auto India Private Limited,business
