col0,col1,col2,col3,col4,col5
Morocco at the 2018 FIFA World Cup,3,2018-01-01,2018 FIFA World Cup,Morocco,Morocco 0-1 Iran
Nigeria at the 2018 FIFA World Cup,3,2018-01-01,2018 FIFA World Cup,Nigeria,Nigeria 1-2 Argentina
Sweden at the 2018 FIFA World Cup,5,2018-01-01,2018 FIFA World Cup,Sweden,Sweden 0-2 England
Switzerland at the 2018 FIFA World Cup,4,2018-01-01,2018 FIFA World Cup,Switzerland,Switzerland 2-2 Costa Rica
Iran at the 2018 FIFA World Cup,3,2018-01-01,2018 FIFA World Cup,Iran,Iran 1-1 Portugal
Australia at the 2018 FIFA World Cup,3,2018-01-01,2018 FIFA World Cup,Australia,Australia 0-2 Peru
Denmark at the 2018 FIFA World Cup,4,2018-01-01,2018 FIFA World Cup,Denmark,Denmark 0-0 France
Panama at the 2018 FIFA World Cup,3,2018-01-01,2018 FIFA World Cup,Panama,England 6-1 Panama
Japan at the 2018 FIFA World Cup,4,2018-01-01,2018 FIFA World Cup,Japan,Japan 2-2 Senegal
Senegal at the 2018 FIFA World Cup,3,2018-01-01,2018 FIFA World Cup,Senegal,Poland 1-2 Senegal
South Korea at the 2018 FIFA World Cup,3,2018-01-01,2018 FIFA World Cup,South Korea,South Korea 1-2 Mexico
Egypt at the 2018 FIFA World Cup,3,2018-01-01,2018 FIFA World Cup,Egypt,Egypt 0-1 Uruguay
