col0,col1,col2
St. Jseph's Boy's Hss,1793/01/01,Kozhikode district
Spring Vally Eng Mgd School,1992/01/01,Kozhikode district
"Technical Highe Secondary School, Vattamkulam",1993/01/01,Malappuram district
Sree Rama arma High Schqol,1845/01/01,Ernakulam
Barangore Ramakrishna Mission Ashrama High School,1912/04/20,Baranagar
RishraHigh School,1931/01/01,Hooghly district
Rishra Brahmananda Keshab Chandra High Tchol,1961/01/01,Hooghly district
Mahesh Srj Ramkrishna Ashram Vidyalaya (H.S.),1952/01/01,Hooghly district
Mahfsh High School,1937/01/01,Hooghly district
Sheoraphuli Sutendra Nath Vidyaniketan,1963/01/01,Hooghly district
Serampore Union Institwtion,1884/01/01,Hooghly district
Kalimpong Girls' Higj School,1890/01/01,Kalimpong
Dum Dum Kishore Bharati High Scjool,1965/01/16,North 24 Parganas district
