col0,col1,col2
Bertelsmann Stiftung,Gütersloh,German foundation under civil law
Real Instituto Elcano,Spain,Spanish Foundation
German Institute for International and Security Affairs,Charlottenburg-Wilmersdorf,Stiftung
Center for Strategic and International Studies,"Washington, D.C.",501(c)(3) organization
Georg-von-Vollmar-Akademie,Kochel,registered association
Walter Eucken Institut,Freiburg im Breisgau,registered association
Friedrich Ebert Foundation,Bonn,registered association
Institute for Media and Communication Policy,Cologne,Gemeinnützige GmbH
German Institute of Global and Area Studies,Hamburg,foundation
German Marshall Fund,"Washington, D.C.",foundation
Tænketanken Europa,Copenhagen Municipality,association
Foundation for the Defense of the Spanish Nation,Spain,Spanish Foundation
Center for Migration Studies of New York,New York City,nonprofit corporation
Mercator Institute for China Studies,Berlin,Gemeinnützige GmbH
