col0,col1,col2,col3,col4
Roman Catholic Archdiocese of Newark,2914000,Newark,1328,Roman Catholic
Roman Catholic Archdiocese of Lublin,1038508,Lublin Voivodeship,9108,Catholic Church
Roman Catholic Archdiocese of Melbourne,4440000,Victoria,27194,Catholic Church
Roman Catholic Archdiocese of Perth,1883980,Western Australia,471118,Catholic Church
Roman Catholic Archdiocese of Oklahoma City,2507000,Oklahoma,109997,Catholic Church
Roman Catholic Archdiocese of New York,5872756,New York,12212,Catholic Church
Roman Catholic Archdiocese of Miami,4609245,Florida,12836,Catholic Church
Roman Catholic Archdiocese of Lyon,1936940,Ecclesiastical Province of Lyon,5087,Catholicism
Roman Catholic Archdiocese of Lanciano-Ortona,95700,Province of Chieti,305,Catholicism
archdiocese of Ottawa,922014,Ontario,5818,Catholicism
Roman Catholic Archdiocese of Indianapolis,2640000,Indiana,35768,Roman Rite
Roman Catholic Archdiocese of Bamberg,2138513,Ecclesiastical province of Bamberg,10288,Catholic Church
Roman Catholic Archdiocese of Paderborn,4785898,North Rhine-Westphalia,14745,Catholic Church
Roman Catholic Archdiocese of Maribor,826229,Maribor,7398,Catholic Church
