col0,col1,col2,col3,col4
At Night,Seventeen Seconds,The Cure,Simon Gallup,Morgan Studios
M,Seventeen Seconds,The Cure,Simon Gallup,Morgan Studios
A Forest,Seventeen Seconds,The Cure,Simon Gallup,Morgan Studios
Three,Seventeen Seconds,The Cure,Simon Gallup,Morgan Studios
In Your House,Seventeen Seconds,The Cure,Simon Gallup,Morgan Studios
Secrets,Seventeen Seconds,The Cure,Simon Gallup,Morgan Studios
Play for Today,Seventeen Seconds,The Cure,Simon Gallup,Morgan Studios
A Reflection,Seventeen Seconds,The Cure,Simon Gallup,Morgan Studios
The Same Deep Water as You,Disintegration,The Cure,Simon Gallup,Hookend Recording Studios
Prayers for Rain,Disintegration,The Cure,Simon Gallup,Hookend Recording Studios
Fascination Street,Disintegration,The Cure,Simon Gallup,Hookend Recording Studios
Lullaby,Disintegration,The Cure,Simon Gallup,Hookend Recording Studios
Last Dance,Disintegration,The Cure,Simon Gallup,Hookend Recording Studios
Closedown,Disintegration,The Cure,Simon Gallup,Hookend Recording Studios
Pictures of You,Disintegration,The Cure,Simon Gallup,Hookend Recording Studios
Plainsong,Disintegration,The Cure,Simon Gallup,Hookend Recording Studios
Shiver and Shake,"Kiss Me, Kiss Me, Kiss Me",The Cure,Lol Tolhurst,Studio Miraval
Fight,"Kiss Me, Kiss Me, Kiss Me",The Cure,Simon Gallup,Studio Miraval
Wendy Time,Wish,The Cure,Simon Gallup,The Manor Studio
From the Edge of the Deep Green Sea,Wish,The Cure,Simon Gallup,The Manor Studio
