col0,col1,col2
Fuerza Nueva,1976-10-19,1982-11-20
Democratic and Social Centre,1982-07-20,2006-01-01
POUM,1935-01-01,1980-01-01
Democratic Popular Party,1982-07-21,1989-06-04
Aralar Party,2000-01-01,2017-12-02
Communist Party of Aragon,1980-01-01,1984-01-01
Union of the Democratic Centre,1977-05-03,1983-02-18
Batasuna,2001-05-23,2013-01-03
Falange Española de las JONS,1934-02-01,1937-04-19
Partido Comunista de Galicia,1985-01-01,1991-01-01
Alternative Left,1991-01-01,1993-01-01
Canarian Convergence,1982-01-01,1987-01-01
Workers Revolutionary Party - Revolutionary Left,2002-01-01,2011-01-01
Frente Nacional,2006-01-01,2011-01-01
Party of Labour of Spain,1968-01-01,1980-06-15
Independent Popular Council of Formentera,1995-01-01,2011-01-01
Andalusian Social Liberal Party,1977-01-01,1978-01-01
Democrats Convergence of Navarre,1995-01-01,2011-01-01
Socialist Party of Aragon,1976-01-01,1983-01-01
Spanish People's Union,1975-01-01,1977-01-01
