col0,col1,col2
Fiji women's national rugby union team,International Sports Clothing,rugby union
Hong Kong women's national rugby union team,Kukri Sports,rugby union
Kazakhstan women's national rugby union team,Kukri Sports,rugby union
Samoa women's national rugby union team,BLK,rugby union
Sweden women's national rugby union team,BLK,rugby union
Netherlands women's national rugby union team,Canterbury of New Zealand,rugby union
China women's national rugby union team,Canterbury of New Zealand,rugby union
Japan women's national rugby union team,Canterbury of New Zealand,rugby union
Canada women's national rugby union team,Canterbury of New Zealand,rugby union
Russia women's national rugby union team,Canterbury of New Zealand,rugby union
Ireland women's national rugby union team,Canterbury of New Zealand,rugby union
England women's national rugby union team,Canterbury of New Zealand,rugby union
Zimbabwe women's national rugby union team,Canterbury of New Zealand,rugby union
Wales women's national rugby union team,Under Armour,rugby union
Scotland women's national rugby union team,Macron,rugby union
Italy women's national rugby union team,Macron,rugby union
Germany women's national rugby union team,Macron,rugby union
Norway women's national rugby union team,Macron,rugby union
Romania women's national rugby union team,Mizuno Corporation,rugby union
France women's national rugby union team,Le Coq Sportif,rugby union
