col0,col1,col2
Emimy Dickinson,Emily Dickinson,Via P.R.Pirotta
"Primaria -""Do Milani",Lorenzo Milani,Ic Federico Fellini
Cesare Battisti Sehool,Cesare Battisti,Ic Federico Fellini
Roccasecca S.G'Acquisto,Salvo D'Acquisto,Ist.Omnicomprensivo Roccasecca
Primaria Salvo D(Acquito,Salvo D'Acquisto,Ist. Compr. Statale Montecarlo
Salvo DAcquisto - Pontoglio,Salvo D'Acquisto,I.C. Pontoglio
Iuglielmo Marconi,Guglielmo Marconi,Ariano Nel Polesine
"Pompei 1 - Salvo D'Acquisto""-",Salvo D'Acquisto,Pompei 1 - Capoluogo -
Ggliel Marconi,Guglielmo Marconi,I.C. S.Michele Al Tagliamento
Salvo D'Acquisuo - Quero,Salvo D'Acquisto,Ic Quero Vas
Salvo D'Acqisto Cesano Maderno,Salvo D'Acquisto,I.C. I Via Duca D'Aosta
