col0,col1,col2,col3,col4
Hotel Pennsylvania,22,"McKim, Mead & White",Vornado Realty Trust,Manhattan
Warwick New York Hotel,36,Emery Roth,Warwick Hotels and Resorts,Manhattan
Carbide & Carbon Building,37,Daniel Burnham,Becker Ventures,Chicago
Carlton Hotel,30,Gordon Bunshaft,Transnet,Johannesburg
Sofitel New York Hotel,30,BBGM,Sofitel,Manhattan
"Hotel Carter, Manhattan",25,Emery Roth,Tran Dinh Truong,Manhattan
Grand Hyatt New York,26,Warren and Wetmore,Hyatt Hotels Corporation,Manhattan
Hilton Moscow Leningradskaya,26,Leonid Michailovič Poljakov,Hilton Worldwide,Moscow
Pullman Paris Montparnasse Hotel,26,Pierre Dufau,Unibail Rodamco Westfield,Paris
London Hilton on Park Lane,29,William B. Tabler,Hilton Worldwide,City of Westminster
Hilton Chicago,29,Holabird & Root,Hilton Worldwide,Chicago
