col0,col1,col2,col3,col4,col5
Toba National College of Maritime Technology,Japan,National Institute of Technology,1881-01-01,Toba,maritime college
Oshima National College of Maritime Technology,Japan,National Institute of Technology,1897-01-01,Iwakuni,maritime college
Hiroshima National College of Maritime Technology,Japan,National Institute of Technology,1898-01-01,Ōsakikamijima,maritime college
"National Institute of Technology, Kagoshima College",Japan,National Institute of Technology,1963-01-01,Kirishima,Colleges of technology in Japan
"National Institute of Technology, Kagawa College",Japan,National Institute of Technology,2009-01-01,Takamatsu,Colleges of technology in Japan
Suzuka National College of Technology,Japan,National Institute of Technology,1962-01-01,Suzuka,Colleges of technology in Japan
"National Institute of Technology, Kushiro College",Japan,National Institute of Technology,1965-01-01,Kushiro,Colleges of technology in Japan
"National Institute of Technology, Miyakonojo College",Japan,National Institute of Technology,1964-01-01,Miyakonojō,Colleges of technology in Japan
"National Institute of Technology, Maizuru College",Japan,National Institute of Technology,1965-01-01,Maizuru,Colleges of technology in Japan
"National Institute of Technology, Yonago College",Japan,National Institute of Technology,1964-01-01,Yonago,Colleges of technology in Japan
