col0,col1,col2,col3
1513 papal conclave,1513-01-01,1513-03-14,Vatican City
April 1555 papal conclave,1555-01-01,1555-04-19,Vatican City
1458 papal conclave,1458-01-01,1458-08-28,Vatican City
1389 papal conclave,1389-01-01,1389-11-10,Vatican City
1294 papal conclave,1294-01-01,1294-12-31,Vatican City
1523 papal conclave,1523-01-01,1523-11-20,Vatican City
August 1978 papal conclave,1978-08-26,1978-08-26,Vatican City
1471 papal conclave,1471-01-01,1471-08-18,Vatican City
1455 papal conclave,1455-01-01,1455-04-17,Vatican City
1342 papal conclave,1342-01-01,1342-05-15,Vatican City
1963 papal conclave,1963-01-01,1993-06-21,Vatican City
1623 papal conclave,1623-01-01,1623-08-06,Vatican City
October 1978 papal conclave,1978-01-01,1978-10-16,Vatican City
1939 papal conclave,1939-01-01,1939-03-02,Vatican City
1378 papal conclave,1378-01-01,1378-04-17,Vatican City
October 1503 papal conclave,1503-01-01,1503-11-11,Vatican City
1922 papal conclave,1922-01-01,1922-02-06,Vatican City
1352 papal conclave,1352-01-01,1352-12-26,Vatican City
1447 papal conclave,1447-01-01,1447-03-15,Vatican City
1406 papal conclave,1406-01-01,1406-12-09,Vatican City
