col0,col1,col2,col3,col4
Groupama-FDJ,1997-01-01,La Française des jeux 1997,Jussi Veikkanen,road bicycle racing
Amore & Vita–Prodir,1990-01-01,Amore & Vita-McDonald's 2007,Marco Andreini,road bicycle racing
AG2R La Mondiale,1992-01-01,Casino 1999,Jean-Baptiste Quiclet,road bicycle racing
Amore & Vita–Prodir,1990-01-01,Amore & Vita-McDonald's 2007,Francesco Frassi,road bicycle racing
HP BTP–Auber 93,1994-01-01,Auber 93 2007,Stephan Gaudry,road bicycle racing
AG2R La Mondiale,1992-01-01,Casino 1999,Didier Jannel,road bicycle racing
HP BTP–Auber 93,1994-01-01,Auber 93 2007,Guy Gallopin,road bicycle racing
AG2R La Mondiale,1992-01-01,Casino 1999,Artūras Kasputis,road bicycle racing
Amore & Vita–Prodir,1990-01-01,Amore & Vita-McDonald's 2007,Volodymyr Starchyk,road bicycle racing
AG2R La Mondiale,1992-01-01,Casino 1999,Cyril Dessel,road bicycle racing
