col0,col1,col2
Hotel Meliá Zaragoza,1968-01-01,Avenida de César Augusto
Hilton Barcelona,1990-03-01,Avinguda Diagonal
Hotel Arina,1939-01-01,Pakkahuoneenkatu
Mandarin Oriental Prague,2003-11-26,Harantova
Carlos III Building,1952-01-01,Calle de Goya
Hotel Central,1928-01-01,Avenida de Almeida Ribeiro
Key Largo,1997-01-01,Flamingo Road
Hotel International,1962-01-01,Husova
Absalon Hotel,1957-09-10,Helgolandsgade
Luneta Hotel,1918-01-01,Kalaw Avenue
Hotel Königshof,1872-01-01,Adenauerallee
Hotel Ansgar,1930-01-01,Banegårdspladsen
Hotel Continent,1988-05-01,Nørrebrogade
Hilton Manchester Deansgate,2006-01-01,Deansgate
Hyperion Hotel Dresden am Schloss,2012-01-01,Schloßstraße
Haxell's Hotel,1909-01-01,Strand
Murray Hill Hotel,1884-01-01,Park Avenue
Royal Clarence Hotel,1768-01-01,"Cathedral Close, Exeter"
