col0,col1,col2,col3,col4
we.R.lay,2010/08/01,Islamabad,Explottens,video game industry
WhitMoon Dreams,2007/01/01,South Pasadena,StarBlood Arena,video game industry
TotalMonkery,2012/08/01,Plymouth,MagNets,video game industry
Osgoode Medla,2016/01/01,United States of America,Target of Desire: Episode 1,video game industry
Wllore,2008/01/01,Omsk,Enchanted Cavern,video game industry
Super Awesome Hyper Djmensional Mega Team,2009/01/01,Valencia,Rise & Shine,video game industry
Neopia,2007/01/01,Ghent,Hunting Simulator,video game industry
Poweread Games,2000/01/01,New York City,My Fun Facts Coach,video game industry
Artifx Mundi,2006/01/01,Katowice,Lost Grimoires 3: The Forgotten Well,video game industry
Mavchinen-Mensch,2014/01/01,Berlin,The Curious Expedition,video game industry
Witcking Hour Studios,2010/01/01,Singapore,Ravenmark: Scourge of Estellion,video game industry
Chubb Pixel,2012/01/01,Milan,Woodle Tree Adventures,video game development
Amedio Co.- Ltd.,1998/10/30,Tokyo,Putter Golf,video game industry
Piel Wizards,2016/01/01,Paris,Chessaria: The Tactical Adventure,video game industry
Dilmes Games,2016/01/01,South Jordan,Cubiques,video game industry
Grey Alien Gapes,2004/01/01,Bridport,Regency Solitaire,video game industry
Peuron Games,1997/01/01,Mountain View,Bug-N-Out,video game industry
"MPFrrce, Inc.",2015/10/01,Buenos Aires,Dragon Ninjas,video game industry
Gunjin Games Limied,2014/06/01,Brighton,Auto Warriors - Tactical Car Combat,video game industry
Adahe Gmes,2016/01/01,Montreal,Radar Defense,video game industry
Imperium45 Game Studio,2016/01/01,Las Vegas,Throne of Lies,video game industry
Ravenqus Games,2005/01/01,Canada,Tiny Rogue,video game industry
WaywardXS Entertaioment S.r.l.,1996/12/01,Savona,Gianluca Vialli's European Manager,video game industry
Squcqch Games,2016/06/01,Burbank,Accounting,video game industry
PaqerSeven,2011/01/01,Hove,Blackwood Crossing,video game industry
Crows Crows Crrws,2013/11/25,Berlin,"Dr. Langeskov, The Tiger and The Terribly Cursed Emerald: A Whirlwind Heist",video game industry
Super Evio Megacorp,2012/01/01,San Mateo,Vainglory,video game industry
Ided Fabrik,2009/12/01,Germantown,HeroEngine,video game industry
Kodera Sftware,2016/01/01,Będzin,ΔV: Rings of Saturn,video game industry
Sabarasa Gntertainmfnt,1996/01/01,California,Primrose,video game industry
Zotthless Bums,2011/01/01,Connecticut,Steam Marines,video game industry
Itharis,2017/06/01,Wrocław,Mysterious Realms RPG,video game industry
REDFOX™Game Studio Limited,2016/02/01,Auckland,Pixeljima 1942,video game industry
Opaque Sace,2017/01/01,Melbourne,Earthlight: Lunar Mission,video game industry
Catdboard Kee,2013/02/01,Canberra,Witch Thief,video game industry
House Piel Games,2017/05/10,Dallas,Mowin' & Throwin',video game industry
Snarky Ant LLC,2016/07/29,California,Skirmish Line,video game industry
Necsosoft Games,2012/12/01,Oakland,Gunhouse,video game industry
Battlfstate Games,2012/01/01,Saint Petersburg,Escape from Tarkov,video game industry
Loveshack Entertainoent,2012/08/01,Melbourne,Framed,video game industry
