col0,col1,col2,col3
OP Financial Group,Finland,financial services,enterprise
Crédit mutuel Arkéa,France,financial services,enterprise
Württembergische Versicherung,Germany,insurance industry,enterprise
D.A.S.,Germany,insurance company,enterprise
Allianz SE,Germany,financial services,enterprise
AXA,France,financial services,enterprise
SIC Insurance Company,Ghana,insurance industry,business
National General Insurance,United States of America,insurance,business
Enterprise Insurance,Ghana,insurance,business
OP Financial Group,Finland,financial services,business
