col0,col1,col2
Monarch Airlines,2017-01-01,Boeing 757
Singapore Airlines Cargo,2018-01-01,Boeing 747-400F
Braathens,2004-05-01,Boeing 737
Air Bishkek,2016-01-01,Boeing 737
Jetair,1985-12-01,Boeing 727-100
Holidays Czech Airlines,2014-01-01,Boeing 737-400
Helgoland Airlines,2003-01-01,BN-2 Islander
General Air,1976-01-01,Yak-40
Hamburg Airlines,1997-01-01,Fokker 100
Hanseflug,2013-09-02,An-2
Insel Air,2017-06-07,McDonnell Douglas MD-80
Gabon Airlines,2011-01-01,Boeing 767
Western Airlines,1987-04-01,Boeing 707
JetLite,2012-01-01,Boeing 737 Next Generation
Eagle Airways,2016-08-26,Beechcraft 1900
Régional Compagnie Aérienne Européenne,2017-01-01,Embraer 195
City-Air,2004-02-01,ATR 42
Vladivostok Air,2014-01-01,Mi-8
Meridiana,2018-02-28,Boeing 767
Wien Air Alaska,1985-01-01,Wien Alaska Airways fleet
