col0,col1,col2,col3
CSC-Tiscali 2002,2002-01-01,Tinkoff,Bjarke Nielsen
CSC 2004,2004-01-01,Tinkoff,Thomas Bruun Eriksen
CSC-Tiscali 2002,2002-01-01,Tinkoff,Thomas Bruun Eriksen
Fdjeux.com 2004,2004-09-01,Groupama-FDJ,Antoine Perche
CSC-Tiscali 2002,2002-01-01,Tinkoff,Martin Rittsel
CSC 2004,2004-01-01,Tinkoff,Bekim Christensen
T-Mobile Team 2004,2004-01-01,T-Mobile,Tomáš Konečný
Fdjeux.com 2004,2004-09-01,Groupama-FDJ,Francis Mourey
CSC 2004,2004-01-01,Tinkoff,Manuel Calvente
CSC-Tiscali 2002,2002-01-01,Tinkoff,Manuel Calvente
