col0,col1,col2,col3
2018 Boels-Dolmans season,Amy Pieters,Kingdom of the Netherlands,2018 Strade Bianche Women
Mitchelton-Scott 2019 women's team,Annemiek van Vleuten,Australia,"2019 Women's Herald Sun Tour, Stage 2"
Boels Dolmans 2019,Christine Majerus,Kingdom of the Netherlands,2019 La Flèche Wallonne Féminine
WNT-Rotor Pro Cycling 2019,Janneke Ensing,Germany,2019 Women's Three Days of De Panne
Swapit Agolico 2018,Paola Muñoz,Mexico,2018 Vuelta Femenina a Guatemala
Cervélo-Bigla 2017,Lisa Klein,Germany,2017 Giro della Toscana Int. Femminile – Memorial Michela Fanini
Wiggle High5 2018,Emilia Fahlin,United Kingdom,2018 Gracia-Orlová
Boels Dolmans 2019,Amy Pieters,Kingdom of the Netherlands,2019 Le Samyn des Dames
Astana Women's 2019,Natalya Saifutdinova,Kazakhstan,Cadel Evans Great Ocean Road Race Women 2019
Lotto Soudal Ladies 2017,Julie Van de Velde,Belgium,"2017 Grand Prix Elsy Jacobs, Stage 2"
Sunweb Women 2017,Juliette Labous,Kingdom of the Netherlands,2017 Healthy Ageing Tour
