col0,col1,col2,col3,col4
Hämeenlinna,Hämeenlinna City Council,Tavastia,UTC+02:00,2031.55
Seinäjoki,Seinäjoki City Council,Vaasa,UTC+02:00,1469.23
Rauma,Rauma City Council,Satakunta,UTC+02:00,248.0
Huittinen,Huittinen City Council,Satakunta,UTC+02:00,539.66
Pori,Pori City Council,Satakunta,UTC+02:00,1704.07
Valkeakoski,Valkeakoski City Council,Pirkanmaa,UTC+02:00,372.04
Akaa,Akaa City Council,Pirkanmaa,UTC+02:00,314.38
Tampere,Tampere City Council,Pirkanmaa,UTC+02:00,687.9
Naantali,Naantali City Council,Finland Proper (electoral district),UTC+02:00,688.01
Turku,Turku City Council,Finland Proper (electoral district),UTC+02:00,306.36
Salo,Salo City Council,Finland Proper (electoral district),UTC+02:00,2168.0
Jyväskylä,Jyväskylä City Council,Central Finland,UTC+02:00,1466.0
