col0,col1,col2
Rodwell & Martin,1810-01-01,1826-01-01
Random & Stainbank,1802-01-01,1802-01-01
"Harding, Triphook & Lepard",1824-01-01,1825-01-01
Poole & Harding,1828-01-01,1842-01-01
"Moon, Boys & Graves",1827-01-01,1836-01-01
"Maclure, Macdonald & Macgregor",1840-01-01,1900-01-01
Lloyd Brothers & Co.,1849-01-01,1867-01-01
Jukes & Sarjent,1809-01-01,1811-01-01
Jee & Eginton,1792-01-01,1796-01-01
Jeffryes & Co.,1803-01-01,1804-01-01
Joseph Gleave & Sons,t678900998,t678901031
Ivey & Pearse,1849-01-01,1850-01-01
