col0,col1,col2
The Pier,Tapisserie d'Aubusson,Château du Bourg-Saint-Léonard
Verdure with Swans,Tapisserie d'Aubusson,Château du Bourg-Saint-Léonard
Personnage,Tapisserie d'Aubusson,Château du Bourg-Saint-Léonard
Verdure with Birds,Tapisserie d'Aubusson,église Saint-Gervais de Falaise
Judgement of Solomon,Tapisserie d'Aubusson,Court of Appeal of Riom
gardening and harvest scenes,Reydams-Leyniers workshop,Château d'Aulteribe
Three verdures,Tapisserie d'Aubusson,Château d'Aulteribe
Country scene with hunters,Tapisserie d'Aubusson,Château d'Aulteribe
Rabbits in a Landscape,Tapisserie d'Aubusson,Château d'Aulteribe
Verdure,Tapisserie d'Aubusson,Autun Cathedral
Five tapestries,Savonnerie manufactory,Autun Cathedral
