col0,col1,col2
USS Bullock,103.2,United States Navy
USS Boulder Victory,138.8,United States Navy
USS Beaverhead,103.2,United States Navy
USS Antrim,103.2,United States Navy
USS Amador,103.2,United States Navy
USNS Sgt. George Peterson,103.2,United States Navy
USNS Private Frank J. Petrarca,103.2,United States Navy
USNS PFC Dewayne T. Williams,205.0,United States Navy
USNS New Bedford,50.69,United States Navy
USNS Dalton Victory,138.7,United States Navy
USNS Clemson,138.8,United States Navy
Tucana,88.6,United States Navy
SS Wilson,184.41,United States Navy
SS Red Oak Victory,138.77,United States Navy
USNS Cesar Chavez,210.0,United States Navy
USS Marengo (AK-194),115.67,United States Navy
USS Westport,129.16,United States Navy
USS Provo Victory,138.8,United States Navy
USS Pinellas,103.2,United States Navy
USS Pembina,103.2,United States Navy
