col0,col1,col2,col3,col4
G. P. Putnam's Sons,United States of America,imprint,United States of America,George Palmer Putnam
Harper,United States of America,publisher,United States of America,James Harper
G. P. Putnam's Sons,United States of America,publisher,United States of America,George Palmer Putnam
La Vie du Rail,France,publisher,France,SNCF
Taylor & Francis,United Kingdom,publisher,United Kingdom,Richard Taylor
Charles Scribner's Sons,United States of America,publisher,United States of America,Charles Scribner I
Taylor & Francis,United Kingdom,book publishing company,United Kingdom,Richard Taylor
"Farrar, Straus and Giroux",United States of America,publisher,United States of America,John C. Farrar
Dictionnaires Le Robert,France,publisher,France,Paul Robert
The New Yorker,United States of America,magazine,United States of America,Jane Grant
Arkham House,United States of America,book publishing company,United States of America,August Derleth
Taylor & Francis,Japan,book publishing company,United Kingdom,Richard Taylor
Ace Books,United States of America,publisher,United States of America,A. A. Wyn
