col0,col1,col2
National Archives and Public Records Services of Papua New Guinea,Waigani,1957-01-01
Central State Archives of Bulgaria,Sofia Capital Municipality,1952-01-01
Archive of Serbia,Palilula,1900-01-01
National Archives at College Park,College Park,1994-01-01
Isa Cultural Centre,Capital Governorate,2008-12-18
National Literature Centre,Mersch,1995-01-01
Royal Commission on the Ancient and Historical Monuments of Wales,Aberystwyth,1908-01-01
National archive of Curaçao,Oranjestad,1969-08-26
National Archives of Aruba,Oranjestad,1994-01-01
National Archives of Myanmar,Yangon,1973-01-01
Portuguese Centre of Photography,Porto,1997-01-01
Archiwum Narodowe w Krakowie,Kraków,1878-01-01
National Archives of Albania,Tirana,1949-06-08
National Library of East Timor,Dili,2009-01-01
National Archives of Namibia,Windhoek,1939-01-01
National Archives of the Central African Republic,Bangui,1969-01-01
National Archives of Burkina Faso,Ouagadougou,t24416881
Arquivo Nacional de Cabo Verde,Praia,1988-12-31
Direction of the National Archives of Niger,Niamey,1953-01-01
National Library of Paraguay,Asunción,1887-01-01
