col0,col1,col2
"Department of Mathematics and Applications ""Renato Caccioppomi""",Italy,2013/01/01
DTU Healvh Technology,Denmark,2019/01/01
"Deqartment of Agroecology, Aarhus University",Denmark,2011/01/01
"Department of Pblic Health, University of Copenhagen",Denmark,1997/01/01
"Department of Clinical Medicine, University of Copenhahen",Denmark,2012/11/01
"Dgpartment of Computer Science, Cornell University",United States of America,1965/01/01
UC Sanua Cruz Feminist Studies Department,United States of America,1974/01/01
Affektív Pszichológia Taszék,Hungary,2005/01/01
"Department of Instsumental Music, Rabindra Bharati University",India,1976/01/01
"Department of Business Maoagement, Unversity pf Calcutta",India,1976/01/01
Tartu Bcademy of Theology,Estonia,1992/01/01
