col0,col1,col2,col3
Verkhovna Rada,Ukraine,Verkhovna Rada building,Dmytro Oleksandrovych Razumkov
Grand and General Council,San Marino,Palazzo Pubblico,Luca Santolini
Storting,Norway,Parliament of Norway Building,Tone Wilhelmsen Trøen
Chamber of Deputies,Luxembourg,Hôtel de la Chambre des Députés,Fernand Etgen
Australian Capital Territory Legislative Assembly,Australian Capital Territory,"Legislative Assembly Building, Australian Capital Territory",Vicki Dunne
National Assembly of Artsakh,Artsakh,Stepanakert,Ashot Ghulian
Parliament of Albania,Albania,Dëshmorët e Kombit Boulevard,Gramoz Ruçi
Scottish Parliament,Scotland,Scottish Parliament Building,Ken Macintosh
Knesset,Israel,Knesset building,Yuli Edelstein
Landtag of Liechtenstein,Liechtenstein,Vaduz,Albert Frick
Folketing,Kingdom of Denmark,Christiansborg Palace,Henrik Dam Kristensen
National Assembly of Serbia,Serbia,House of the National Assembly,Maja Gojković
Assembly of the Republic,Portugal,São Bento Palace,Eduardo Ferro Rodrigues
Landtag of Bavaria,Bavaria,Maximilianeum,Barbara Stamm
Althing,Iceland,Alþingishúsið,Steingrímur J. Sigfússon
Islamic Consultative Assembly,Iran,Tehran,Ali Larijani
National Assembly for Wales,Wales,Cardiff,Dafydd Elis-Thomas
Palestinian Legislative Council,Palestinian National Authority,Ramallah,Aziz Duwaik
Consultative Assembly of Saudi Arabia,Saudi Arabia,Palace of Yamamah,Abdullah ibn Muhammad Al ash-Sheikh
National People's Congress,People's Republic of China,Beijing,Zhang Dejiang
