col0,col1,col2,col3
Democrats of Catalonia,social liberalism,2015-07-12,Junts pel Sí
Leftwing Movement,democratic socialism,2015-01-24,Junts pel Sí
Constituents for the Rupture,Catalan pro-independence movement,2015-01-01,Popular Unity Candidacy - Constituent Call
Poble Lliure,Catalan pro-independence movement,2014-11-30,Popular Unity Candidacy - Constituent Call
Constituents for the Rupture,progressivism,2015-01-01,Popular Unity Candidacy - Constituent Call
Poble Lliure,feminism,2014-11-30,Popular Unity Candidacy - Constituent Call
Constituents for the Rupture,progressivism,2015-01-01,Procés Constituent
Democratic Left of Catalonia,liberalism,1975-01-01,Democratic Agreement for Catalonia
Democrats of Catalonia,Catalan pro-independence movement,2015-07-12,Republican Left of Catalonia – Catalonia Yes
Leftwing Movement,Catalan pro-independence movement,2015-01-24,Republican Left of Catalonia – Catalonia Yes
