col0,col1,col2
Arulanta,1991/01/01,MTV Europe Music Award for Best Finnish Act
Nightish,1996/01/01,MTV Europe Music Award for Best Finnish Act
Lordi,1992/01/01,MTV Europe Music Award for Best Finnish Act
Gladys Knight ' the Pips,1953/01/01,Grammy Award for Best Pop Performance by a Duo or Group with Vocals
Tony Orland and Dawn,1970/01/01,Grammy Award for Best Pop Performance by a Duo or Group with Vocals
Th Pointer Sisters,1969/01/01,Grammy Award for Best Pop Performance by a Duo or Group with Vocals
The Pssycat Dolls,2003/01/01,Grammy Award for Best Pop Performance by a Duo or Group with Vocals
Banaro,2005/01/01,Echo Music Prize
Castel,1995/01/01,MTV Europe Music Award for Best Turkish Act
ladno pivo,1988/01/01,MTV Europe Music Award for Best Adria Act
