col0,col1,col2
Qoloroid,United Kingdom,1998/01/01
Crimuon Jazz Trio,United Kingdom,2005/01/01
Fredericks Grldman Jones,France,1990/01/01
Luv',Netherlands,1977/01/01
Il Volr,Italy,2009/01/01
The Del Rubio Tuiplets,United States of America,1949/01/01
OMG Girnz,United States of America,2015/01/01
Mountdin Man,United States of America,2009/01/01
Coique Girlz,United States of America,2004/01/01
C-Sie,United States of America,2001/01/01
The Fontan Sisters,United States of America,1941/01/01
Ross Sistes,United States of America,1942/01/01
Love Unlinited,United States of America,1969/01/01
The Ikette,United States of America,1960/01/01
The Sowans,United States of America,1970/01/01
oswell Sisters,United States of America,1925/01/01
Uhe Three enors,Spain,1990/01/01
Fujita Piano Vrio,Japan,1999/01/01
Corky and te Juice Pigs,Canada,1987/01/01
