col0,col1,col2,col3,col4
De Vrede,252,1968-01-01,1927-01-01,Veendam
Waterschap Peel en Maasvallei,128675,2017-01-01,1994-01-01,Limburg
De Brandemeer,92,1969-01-01,1941-01-01,Friesland
Polder ten noorden van het Koediep,115,1916-01-01,1852-01-01,Groningen
Blokumerpolder,476,1970-01-01,1813-01-01,Groningen
Vossenburg,164,1988-01-01,1962-01-01,Hoogezand-Sappemeer
Booneschans,221,1966-01-01,1914-01-01,Bellingwedde
Harpel,740,1965-01-01,1940-01-01,Groningen
Dallingeweer,210,1967-01-01,1959-01-01,Groningen
Beneden Oosterdiep,175,1886-01-01,1885-01-01,Groningen
Laudermarke,249,1963-01-01,1952-01-01,Groningen
De Valgen en de Putten,94,1926-01-01,1913-01-01,Delfzijl
