col0,col1,col2
Government of Windischgrätz,Government of Taaffe,"Alfred III, Prince of Windisch-Grätz"
Government of Hohenwart,Government of Potocki,Count Karl Sigmund von Hohenwart
Second Lyons Ministry,First Lyons Ministry,Joseph Lyons
Page Ministry,Fourth Lyons Ministry,Earle Page
Second Gorton Ministry,First Gorton Ministry,John Gorton
Roman II Cabinet,Roman I Cabinet,Petre Roman
Roman III Cabinet,Roman II Cabinet,Petre Roman
Second Fraser Ministry,First Fraser Ministry,Malcolm Fraser
Second Fisher Ministry,Fourth Deakin Ministry,Andrew Fisher
Second Deakin Ministry,Reid Ministry,Alfred Deakin
