col0,col1,col2,col3
Itzy,South Korea,South Korea,Lee Chae-ryeong
Cherry Bullet,South Korea,South Korea,Park Hae-yoon
WJMK,South Korea,South Korea,SeolA
Pristin V,South Korea,South Korea,Jung Eun-woo
WJMK,South Korea,South Korea,Kim Do-yeon
Nature,South Korea,South Korea,Kim So-hee
Pristin V,South Korea,South Korea,Lim Na-young
Berry Good,South Korea,South Korea,Taeha
NGT48,Japan,Japan,Minami Kato
Red Velvet,South Korea,South Korea,Yeri
Mamamoo,South Korea,South Korea,Moon Byul
Red Velvet,South Korea,South Korea,Irene
NGT48,Japan,Japan,Rie Kitahara
S.I.S,South Korea,South Korea,Kim Ji-hye
WANNA.B,South Korea,South Korea,Woo Ah-mi
