col0,col1,col2,col3,col4,col5
Tarrafal,Santa Catarina,"Tarrafal, Cape Verde",Cape Verde,Sotavento Islands,concelho of Cape Verde
Santa Catarina,São Salvador do Mundo,Assomada,Cape Verde,Sotavento Islands,concelho of Cape Verde
São Salvador do Mundo,Santa Catarina,"Picos, Cape Verde",Cape Verde,Sotavento Islands,concelho of Cape Verde
São Miguel,Santa Catarina,Calheta de São Miguel,Cape Verde,Sotavento Islands,concelho of Cape Verde
São Lourenço dos Órgãos,São Salvador do Mundo,"João Teves, Cape Verde",Cape Verde,Sotavento Islands,concelho of Cape Verde
São Filipe,Mosteiros,São Filipe,Cape Verde,Sotavento Islands,concelho of Cape Verde
Tarrafal de São Nicolau,Ribeira Brava Municipality,Tarrafal de São Nicolau,Cape Verde,Barlavento Islands,concelho of Cape Verde
Porto Novo,Ribeira Grande,Porto Novo,Cape Verde,Barlavento Islands,concelho of Cape Verde
São Domingos,São Lourenço dos Órgãos,São Domingos,Cape Verde,Sotavento Islands,concelho of Cape Verde
São Filipe,Santa Catarina do Fogo,São Filipe,Cape Verde,Sotavento Islands,concelho of Cape Verde
Porto Novo,Paul,Porto Novo,Cape Verde,Barlavento Islands,concelho of Cape Verde
São Domingos,Ribeira Grande de Santiago,São Domingos,Cape Verde,Sotavento Islands,concelho of Cape Verde
