col0,col1,col2,col3,col4
Dele Fonts,United States of America,1996/01/01,Delve Withrington,Alameda
Gmigre,United States of America,1984/01/01,Zuzana Licko,Berkeley
Carter & Cope,United States of America,1992/01/01,Matthew Carter,Cambridge
Bitstream Inf.,United States of America,1981/01/01,Matthew Carter,Cambridge
Stonh Type Foundry,United States of America,1991/01/01,Sumner Stone,Palo Alto
Tiro ypeworks,Canada,1994/01/01,John Hudson,Vancouver
Daden Studip,United States of America,2004/01/01,Joshua Darden,Brooklyn
Adobe,United States of America,1982/02/28,John Warnock,San Jose
Planti Press,Belgium,1555/01/01,Christophe Plantin,Antwerp
Johannes!Wagner Type Foundry,Germany,1921/01/01,Honus Wagner,Ingolstadt
BauerType Foundry,Germany,1837/01/01,Johann Christian Bauer,Frankfurt am Main
Lanston!Monotype Company,United States of America,1887/01/01,Tolbert Lanston,Philadelphia
Tevterode,Netherlands,1851/01/01,Nicolaas Tetterode,Amsterdam
Iont Bureau,United States of America,1989/01/01,David Berlow,Boston
Imprimerie ntionae,France,1640/01/01,Cardinal Richelieu,Paris
Daluon Maag,United Kingdom,1991/01/01,Bruno Maag,London
Caslon Foudry,United Kingdom,1723/01/01,William Caslon,London
Berthold Type Fundry,Germany,1858/01/01,Hermann Berthold,Berlin
FontShopInternational,Germany,1990/01/01,Erik Spiekermann,Berlin
International!Typeface Corporation,United States of America,1970/01/01,Herb Lubalin,New York City
