col0,col1,col2
Enfance,1913-01-01,Hachette
Jeunesse,1913-01-01,Hachette
Orgueil et préjugés,2007-01-01,Éditions Gallimard
Nils Holgersens forunderlige rejse gennem Sverige,1910-01-01,Gyldendal
A Set of Six,1938-01-01,Instytut Wydawniczy »Bibljoteka Polska«
The Birds,1912-01-01,The Athenian Society
"La firmao de la kato, kiu pilkludas",1924-01-01,Ferdinand Hirt & Sohn
Nobela peko,1929-01-01,Ferdinand Hirt & Sohn
Insulo de feliĉuloj,1926-01-01,Ferdinand Hirt & Sohn
Noveloj,1925-01-01,Ferdinand Hirt & Sohn
Deklaracio,1924-01-01,Ferdinand Hirt & Sohn
Orientaj fabeloj,1924-01-01,Ferdinand Hirt & Sohn
Nuntempaj rakontoj,1922-01-01,Ferdinand Hirt & Sohn
Tri noveloj,1923-01-01,Ferdinand Hirt & Sohn
Servokapabla!; Marcus Tybout,1927-01-01,Ferdinand Hirt & Sohn
Hebreaj rakontoj,1923-01-01,Ferdinand Hirt & Sohn
El la skizlibro,1924-01-01,Ferdinand Hirt & Sohn
"El la ""Camera Obscura""",1923-01-01,Ferdinand Hirt & Sohn
Barbaraj prozaĵoj,1926-01-01,Ferdinand Hirt & Sohn
Ano de l' ringludo,1926-01-01,Ferdinand Hirt & Sohn
