col0,col1,col2,col3
Holding Slovenske elektrarne,corporation,2001-01-01,Government of Slovenia
Hershey Trust Company,corporation,1905-04-28,Milton S. Hershey
Beter Uit,corporation,1981-01-01,Jan van den Bosch
Ariba,corporation,1996-01-01,Keith J. Krach
Siderurgica Gabrielli,corporation,1954-01-01,Angelo Gabrielli
Consorci Corporació Sanitària Parc Taulí,organization,1986-12-31,Autonomous University of Barcelona
Inception Automotive Detailing,Auto detailing,2011-03-01,Lorenzo Escobal
Sampson-Matthews Ltd.,corporation,1942-01-01,Joseph Ernest Sampson
Inception Automotive Detailing,corporation,2011-03-01,Lorenzo Escobal
Tesla,business,2003-07-01,Elon Musk
Hello Games,software company,2008-08-08,Sean Murray
Tesla,automobile manufacturer,2003-07-01,Elon Musk
Hello Games,video game developer,2008-08-08,Sean Murray
CACI,corporation,1962-07-17,Harry Markowitz
