col0,col1,col2,col3,col4
Pro Football Hall of Fame,1963-01-01,United States of America,Canton,Pro Football Hall of Fame ID
National Wrestling Hall of Fame and Museum,1976-01-01,United States of America,Oklahoma,National Wrestling Hall of Fame University team ID
Colorado Sports Hall of Fame,2001-01-01,United States of America,Colorado,Colorado Sports Hall of Fame ID
National Collegiate Basketball Hall of Fame,2006-01-01,United States of America,Kansas City,National Collegiate Basketball Hall of Fame ID
Alaska Sports Hall of Fame,2006-01-01,United States of America,Alaska,Alaska Sports Hall of Fame athlete ID
International Boxing Hall of Fame,1990-01-01,United States of America,Canastota,International Boxing Hall of Fame boxer ID
International Gymnastics Hall of Fame,1986-01-01,United States of America,Oklahoma,IGHOF athlete ID
Canadian Ski Hall of Fame,1982-01-01,Canada,Ontario,Canadian Ski Hall of Fame inductee ID
Canadian Baseball Hall of Fame,1983-01-01,Canada,St. Marys,Canadian Baseball Hall of Fame inductee ID
World Golf Hall of Fame,1998-05-19,United States of America,Florida,World Golf Hall of Fame player ID
