col0,col1,col2
I Believe (When I Fall in Love It Will Be Forever),Sony Music Entertainment (UK) Ltd.,cover version
Fire,"EMI America Records, Inc.",cover version
Don't Let the Sun Go Down on Me,Sony Music Entertainment (UK) Ltd.,duet
Spotlight,Sire Records Co.,studio recording
Rescue Me,Sire Records Co.,studio recording
Come Give Your Love to Me,"A&M Records, Inc.",studio recording
Dance Floor,Warner Bros. Records Inc.,studio recording
Die Another Day,Warner Bros. Records Inc.,studio recording
Planet Claire,Warner Bros. Records Inc.,studio recording
Computer Love,Warner Bros. Records Inc.,studio recording
Be Alright,Warner Bros. Records Inc.,studio recording
Songbird,Warner Bros. Records Inc.,studio recording
Dreams,Warner Bros. Records Inc.,studio recording
Gotta Stop (Messin' About),Warner Bros. Records Inc.,studio recording
Uptown,Warner Bros. Records Inc.,studio recording
