col0,col1,col2
2018-19 STOK Elite Division,Frixos Karaoli,Rotsidis Mammari
2018–19 Cypriot Third Division,Panagiotis Panagiotou,Olympias Lympion
1967–68 Cypriot First Division,Charalambos Papadopoulos,APOP Paphos FC
1968–69 Cypriot First Division,Panikos Efthymiades,Evagoras Paphos
1961–62 Cypriot First Division,Michalis Shialis,AYMA
1962–63 Cypriot First Division,Panikos Papadopoulos,Orfeas Nicosia
1972–73 Cypriot First Division,Lakis Theodorou,ASIL Lysi
1977–78 Cypriot First Division,Andreas Kanaris,Chalkanoras Idaliou
1988–89 Cypriot First Division,Nigel McNeal,EPA Larnaca FC
1987–88 Cypriot First Division,Tasos Zouvanis,APEP F.C.
1983–84 Cypriot First Division,Lenos Kittos,Ermis Aradippou FC
1982–83 Cypriot First Division,Panikos Hatziloizou,Olympiakos Nicosia FC
2015–16 Cypriot Second Division,Andreas Kyprianou,Elpida Xylofagou
2016–17 Cypriot Second Division,Adrian Pătulea,Akritas Chlorakas
2017-18 Ekstraklasa,Carlos López Huesca,LKS Nieciecza
2012–13 Cypriot First Division,Bernardo Vasconcelos,Olympiakos Nicosia FC
2014–15 Cypriot First Division,Mickaël Poté,Othellos Athienou F.C.
2011–12 Segunda División B,José Jesús Perera,AD Ceuta
2013–14 Ekstraklasa,Marcin Robak,Zagłębie Lubin
1989–90 Fußball-Bundesliga,Jørn Andersen,FC 08 Homburg
