col0,col1,col2
Red Roof Inn,Columbus,United States of America
Knights Inn,Denver,United States of America
Radisson Blu,Brussels metropolitan area,United States of America
Hyatt Hotels Corporation,Chicago,United States of America
Iberostar Hotels & Resorts,Palma,Spain
AC Hotels,Madrid,Spain
H10 Hotels,Barcelona,Spain
Hotel Okura,Minato-ku,Japan
Toyoko Inn,Tokyo,Japan
Delta Hotels,Toronto,Canada
Four Seasons Hotels and Resorts,Toronto,Canada
H-Hotels,Bad Arolsen,Germany
Sana Hotels,Lisbon,Portugal
Dom Pedro Hotels & Golf Collection,Lisbon,Portugal
Comwell,Kolding,Denmark
Lapland Hotels,Muonio,Finland
Servigroup Hotels,Benidorm,Spain
Okura Nikko Hotel Management,Shinagawa-ku,Japan
HOTEL GRAND PALACE,Tokushima,Japan
Tokyu Hotels,Shibuya,Japan
